timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1759068000,Sep 28 2025 - 2:00pm,complete,N/A,Silkeborg,Vejle,N/A,10,1.50,0.25,1.22,0.22,1,1,2,1,1,0,"22","73",0,4,4,0,2,0,0,4,0,2,8,12,4,5,4,7,7,11,57,43,1.51,1.14,1.10,1.45,2.63,50,88,38,13,13,63,75,38,50,11.50,2.75,1.95,3.67,3.52,1.18,1.70,2.55,4.65,1.57,2.30,JYSK park
1759075200,Sep 28 2025 - 4:00pm,complete,N/A,Nordsjælland,AGF,N/A,10,1.50,2.50,1.67,2.33,1,2,3,0,0,0,"78","83,81",3,1,1,0,2,0,0,1,0,2,8,11,5,6,3,5,13,7,52,48,1.56,1.42,1.35,1.51,2.88,63,63,50,38,25,25,88,38,50,10.00,4.50,2.60,3.50,2.50,1.22,1.73,2.71,4.75,1.55,2.47,Right to Dream Park
1759082400,Sep 28 2025 - 6:00pm,complete,N/A,Brøndby,OB,N/A,10,1.80,0.50,1.78,1.33,5,1,6,4,3,1,"8,39,45'3,64,52","34",1,2,2,0,3,0,0,2,2,1,15,11,7,6,8,5,10,16,54,46,1.68,1.05,1.81,1.28,3.38,68,100,78,35,13,48,90,55,90,8.05,3.85,1.67,4.00,4.48,1.18,1.58,2.31,4.35,1.57,2.25,Brøndby Stadion
1759165200,Sep 29 2025 - 5:00pm,complete,N/A,Midtjylland,Randers,N/A,10,2.20,1.40,2.33,0.89,2,1,3,0,0,0,"52,63","46",10,3,2,0,2,0,1,1,1,1,12,9,4,4,8,5,16,11,58,42,2.15,1.50,1.65,1.00,4.00,70,80,60,50,50,50,70,70,80,11.80,4.60,1.65,4.20,4.90,1.18,1.57,2.44,4.25,1.58,2.35,MCH Arena
1759510800,Oct 03 2025 - 5:00pm,complete,N/A,OB,SønderjyskE,N/A,11,1.80,0.80,1.56,1.33,1,1,2,1,1,0,"38","69",4,6,1,0,1,0,1,0,0,1,8,11,2,2,6,9,8,13,42,58,1.49,1.53,0.88,1.22,4.30,80,90,80,70,50,40,80,70,80,8.60,3.80,2.13,3.64,3.35,1.17,1.66,2.48,4.35,1.58,2.30,Nature Energy Park
1759665600,Oct 05 2025 - 12:00pm,complete,N/A,Vejle,Nordsjælland,N/A,11,1.00,1.20,1.22,1.00,0,3,3,2,0,2,"","42,45'1,86",5,6,2,0,0,0,0,2,0,0,13,16,3,5,10,11,11,3,42,58,1.39,1.56,1.34,1.71,3.70,70,100,80,50,30,60,70,70,100,7.80,3.60,3.25,3.55,2.17,1.23,1.82,2.76,5.25,1.65,2.27,Vejle Stadion
1759665600,Oct 05 2025 - 12:00pm,complete,N/A,Randers,Viborg,N/A,11,1.50,1.20,1.22,1.22,2,1,3,3,2,1,"13,15","26",5,2,2,0,2,0,2,0,0,2,14,16,7,9,7,7,9,12,48,52,1.12,1.31,1.75,2.10,2.70,33,78,45,23,13,35,78,45,65,6.90,3.50,2.20,3.50,2.98,1.21,1.75,2.90,5.10,1.60,2.25,N/A
1759672800,Oct 05 2025 - 2:00pm,complete,N/A,AGF,Silkeborg,N/A,11,2.00,0.80,2.11,0.89,3,1,4,3,2,1,"10,27,65","32",4,2,1,0,1,0,1,0,0,1,22,6,10,2,12,4,9,8,56,44,2.05,1.39,2.58,0.75,3.10,50,60,60,40,40,40,90,50,60,9.80,2.00,1.55,4.33,5.00,1.17,1.69,2.65,4.50,1.76,2.07,N/A
1759680000,Oct 05 2025 - 4:00pm,complete,N/A,København,Midtjylland,N/A,11,1.25,1.75,1.44,1.67,1,1,2,1,0,1,"80","18",7,2,1,1,2,0,0,2,0,2,16,10,3,3,13,7,12,10,60,40,1.91,1.25,1.71,0.99,2.75,50,75,38,38,25,25,63,50,63,6.75,5.00,1.88,3.60,4.10,1.20,1.85,2.85,5.75,1.73,2.05,Parken
1759687200,Oct 05 2025 - 6:00pm,complete,N/A,Fredericia,Brøndby,N/A,11,1.40,1.50,0.78,1.67,0,2,2,0,0,0,"","81,90'2",3,10,1,0,1,0,1,0,0,1,9,27,1,10,8,17,8,13,44,56,1.40,1.68,0.89,3.03,2.25,30,65,20,20,20,23,68,33,53,11.00,3.90,4.60,4.28,1.61,1.18,1.52,2.50,4.33,1.60,2.19,Monjasa Park
1760720400,Oct 17 2025 - 5:00pm,complete,N/A,Silkeborg,København,N/A,12,1.40,2.50,1.22,1.67,3,1,4,3,3,0,"27,29,41","60",3,7,0,0,1,0,0,0,0,1,8,27,6,7,2,20,4,9,44,56,1.42,1.74,1.05,2.65,3.42,72,100,62,35,27,47,82,62,90,9.37,2.70,4.80,3.97,1.51,1.18,1.65,2.60,4.80,1.67,2.25,JYSK park
1760875200,Oct 19 2025 - 12:00pm,complete,N/A,Nordsjælland,Randers,N/A,12,1.20,1.17,1.67,0.89,1,0,1,1,1,0,"45","",6,3,3,0,2,0,1,2,1,1,14,13,7,3,7,10,10,11,59,41,1.52,1.42,1.49,1.18,2.25,54,54,45,19,9,9,55,45,54,10.47,4.50,1.88,3.50,3.75,1.18,1.57,2.32,4.50,1.48,2.54,Right to Dream Park
1760875200,Oct 19 2025 - 12:00pm,complete,N/A,Viborg,OB,N/A,12,1.20,0.40,1.44,1.33,1,2,3,1,1,0,"5","60,57",9,6,0,0,1,0,0,0,0,1,10,18,2,8,8,10,6,13,48,52,1.35,1.09,0.89,1.79,3.80,80,90,80,50,40,80,100,40,80,8.80,3.60,2.01,3.58,3.43,1.15,1.70,2.38,4.10,1.50,2.35,Energi Viborg Arena
1760882400,Oct 19 2025 - 2:00pm,complete,N/A,Brøndby,AGF,N/A,12,2.00,2.60,1.78,2.33,3,3,6,1,1,0,"20,51,69","68,86,90'2",1,4,0,0,1,0,0,0,0,1,9,13,6,5,3,8,9,10,39,61,1.70,1.44,1.26,1.58,3.65,84,100,82,37,29,37,82,64,82,6.50,3.87,2.35,3.40,3.05,1.25,1.80,2.90,5.45,1.62,2.15,Brøndby Stadion
1760889600,Oct 19 2025 - 4:00pm,complete,N/A,Midtjylland,Vejle,N/A,12,2.33,0.40,2.33,0.22,5,1,6,4,4,0,"22,13,31,28,55","73",5,1,0,0,3,0,0,0,0,3,16,10,8,3,8,7,10,18,64,36,2.06,1.20,1.98,1.05,3.59,72,90,52,34,34,54,74,60,70,11.13,4.20,1.26,6.29,9.00,1.14,1.42,2.08,3.54,1.76,1.94,MCH Arena
1760979600,Oct 20 2025 - 5:00pm,complete,N/A,SønderjyskE,Fredericia,N/A,12,1.40,0.80,1.89,0.78,3,0,3,2,2,0,"9,43,68","",5,9,0,0,0,0,0,0,0,0,21,11,8,0,13,11,8,9,49,51,0.97,1.21,2.14,1.09,3.40,70,90,60,40,40,50,80,60,90,4.40,2.80,1.75,3.50,3.80,1.18,1.62,2.50,4.25,1.59,2.44,Sydbank Park
1761325200,Oct 24 2025 - 5:00pm,complete,N/A,AGF,Nordsjælland,N/A,13,2.17,1.50,2.11,1.00,1,0,1,0,0,0,"89","",11,4,0,0,1,1,0,0,0,2,24,6,8,3,16,3,10,4,60,40,2.13,1.59,2.65,0.73,3.25,59,75,75,42,34,50,83,50,75,9.83,3.00,1.73,3.64,3.74,1.18,1.60,2.63,4.50,1.65,2.20,N/A
1761483600,Oct 26 2025 - 1:00pm,complete,N/A,Vejle,Silkeborg,N/A,13,0.83,0.67,1.22,0.89,1,2,3,3,1,2,"8","19,31",6,10,1,0,0,0,1,0,0,0,13,14,4,7,9,7,15,5,45,55,1.38,1.28,1.41,1.64,3.59,59,92,75,50,25,67,84,50,92,7.66,2.34,2.60,3.40,2.40,1.19,1.72,2.85,4.70,1.55,2.26,Vejle Stadion
1761483600,Oct 26 2025 - 1:00pm,complete,N/A,Fredericia,Midtjylland,N/A,13,1.17,1.60,0.78,1.67,0,4,4,2,0,2,"","29,34,53,50",7,5,2,0,0,0,1,1,0,0,10,21,5,12,5,9,6,11,33,67,1.31,1.20,1.26,2.52,2.32,45,72,27,27,17,9,45,45,72,8.33,4.33,7.00,4.80,1.36,1.11,1.40,2.05,3.30,1.63,2.18,Monjasa Park
1761490800,Oct 26 2025 - 3:00pm,complete,N/A,Randers,SønderjyskE,N/A,13,1.80,0.83,1.22,1.33,0,0,0,0,0,0,"","",4,3,0,0,3,0,0,0,0,3,8,8,3,3,5,5,5,10,53,47,1.25,1.48,1.15,1.00,3.34,54,82,55,35,27,47,74,45,62,8.13,3.43,1.92,3.74,3.25,1.18,1.61,2.55,4.50,1.53,2.35,N/A
1761498000,Oct 26 2025 - 5:00pm,complete,N/A,København,Viborg,N/A,13,1.20,1.00,1.44,1.22,0,0,0,0,0,0,"","",6,4,1,0,0,0,0,1,0,0,22,7,3,3,19,4,12,8,58,42,1.87,1.44,2.15,1.01,2.95,65,92,45,29,20,37,92,37,74,8.37,4.00,1.47,4.40,6.50,1.22,1.68,2.74,4.75,1.88,1.98,Parken
1761588000,Oct 27 2025 - 6:00pm,complete,N/A,OB,Brøndby,N/A,13,1.67,1.80,1.56,1.67,1,4,5,3,0,3,"90'12","31,43,80,16",8,3,3,0,0,1,1,2,0,1,10,11,5,7,5,4,9,5,53,47,1.39,1.95,1.54,1.41,2.89,50,80,42,34,25,27,80,54,62,9.70,3.87,3.75,3.75,1.95,1.16,1.70,2.40,5.25,1.62,2.30,Nature Energy Park
1762016400,Nov 01 2025 - 5:00pm,complete,N/A,København,Fredericia,N/A,14,1.17,0.67,1.44,0.78,3,2,5,1,1,0,"77,21,55","49,83",2,2,1,0,1,0,0,1,0,1,13,10,4,5,9,5,10,15,64,36,1.92,1.19,1.51,1.15,3.42,67,92,58,42,42,58,92,42,75,8.66,2.50,1.19,6.00,9.20,1.11,1.40,1.93,3.30,2.00,1.77,Parken
1762088400,Nov 02 2025 - 1:00pm,complete,N/A,Viborg,Randers,N/A,14,1.00,1.00,1.44,0.89,3,2,5,4,2,2,"8,15,90'4","12,41",5,1,1,0,5,0,1,0,1,4,6,8,3,3,3,5,14,17,43,57,1.28,1.38,0.95,1.19,2.81,70,70,63,24,24,41,79,38,62,10.29,3.43,2.30,3.40,2.85,1.20,1.79,2.70,5.46,1.55,2.25,Energi Viborg Arena
1762095600,Nov 02 2025 - 3:00pm,complete,N/A,SønderjyskE,Vejle,N/A,14,1.67,0.33,1.89,0.22,2,1,3,2,1,1,"44,90'3","25",10,0,0,0,1,1,0,0,2,0,29,3,10,2,19,1,5,9,79,21,1.16,1.18,3.29,0.52,2.67,59,83,42,17,17,42,75,42,75,6.84,4.00,1.95,3.68,3.40,1.22,1.68,2.70,5.00,1.60,2.16,Sydbank Park
1762102800,Nov 02 2025 - 5:00pm,complete,N/A,Nordsjælland,OB,N/A,14,1.50,0.83,1.67,1.33,2,4,6,1,1,0,"16,64","49,89,53,78",7,0,1,0,1,0,0,1,1,0,17,11,7,7,10,4,2,5,62,38,1.52,1.21,2.09,1.44,2.92,58,67,58,34,17,34,84,50,67,9.83,4.34,1.78,4.10,4.10,1.11,1.48,2.33,4.10,1.53,2.40,Right to Dream Park
1762110000,Nov 02 2025 - 7:00pm,complete,N/A,Silkeborg,Brøndby,N/A,14,1.67,2.00,1.22,1.67,0,2,2,2,0,2,"","6,44",6,3,1,0,0,0,1,0,0,0,14,15,6,7,8,8,6,12,49,51,1.36,1.86,1.63,1.75,2.67,42,84,34,25,17,50,75,42,67,9.66,3.17,3.47,3.70,2.00,1.15,1.62,2.50,4.20,1.50,2.35,JYSK park
1762192800,Nov 03 2025 - 6:00pm,complete,N/A,Midtjylland,AGF,N/A,14,2.43,2.33,2.33,2.33,1,1,2,1,0,1,"81","35",10,5,4,0,4,0,2,2,0,4,17,12,4,4,13,8,10,16,65,35,2.05,1.46,1.67,1.24,4.73,93,100,85,61,61,52,77,84,92,10.14,3.71,1.78,3.90,3.89,1.12,1.55,2.37,3.80,1.50,2.55,MCH Arena
1762538400,Nov 07 2025 - 6:00pm,complete,N/A,OB,Silkeborg,N/A,15,1.43,1.00,1.56,0.89,1,1,2,1,0,1,"79","39",11,1,1,0,0,0,1,0,0,0,16,5,11,2,5,3,17,9,55,45,1.41,1.34,2.25,0.69,4.15,86,93,86,64,50,57,100,57,79,9.29,2.43,2.25,3.70,3.16,1.19,1.58,2.45,4.33,1.50,2.38,Nature Energy Park
1762693200,Nov 09 2025 - 1:00pm,complete,N/A,Vejle,København,N/A,15,0.71,2.14,1.22,1.67,2,0,2,0,0,0,"73,89","",4,6,0,0,1,0,0,0,1,0,11,14,6,3,5,11,9,8,35,65,1.39,1.87,1.44,1.57,3.43,72,100,79,43,15,57,79,57,93,9.14,3.00,5.30,4.10,1.60,1.22,1.67,2.95,5.00,1.74,1.98,Vejle Stadion
1762693200,Nov 09 2025 - 1:00pm,complete,N/A,Fredericia,Viborg,N/A,15,1.00,1.00,0.78,1.22,0,3,3,0,0,0,"","55,53,78",1,8,2,0,1,0,2,0,1,0,11,21,2,6,9,15,14,14,52,48,1.30,1.38,1.21,2.16,2.57,43,79,43,29,15,29,64,43,72,9.72,3.14,2.90,3.50,2.17,1.14,1.59,2.34,4.50,1.50,2.45,Monjasa Park
1762700400,Nov 09 2025 - 3:00pm,complete,N/A,Randers,Midtjylland,N/A,15,1.67,1.83,1.22,1.67,0,2,2,0,0,0,"","49,52",7,4,2,0,2,0,2,0,1,1,15,9,8,5,7,4,9,16,38,62,1.23,1.42,1.83,1.20,2.34,33,67,42,25,9,34,59,42,50,6.33,3.83,4.50,4.10,1.63,1.22,1.64,2.53,5.00,1.62,2.25,N/A
1762707600,Nov 09 2025 - 5:00pm,complete,N/A,AGF,SønderjyskE,N/A,15,2.29,0.86,2.11,1.33,2,3,5,3,2,1,"27,44","19,59,80",6,6,0,0,1,0,0,0,0,1,21,10,8,6,13,4,6,17,64,36,2.21,1.41,2.32,1.34,2.64,50,57,43,36,22,29,64,36,64,10.71,3.14,1.57,4.48,5.48,1.11,1.49,2.39,3.98,1.67,2.18,N/A
1762714800,Nov 09 2025 - 7:00pm,complete,N/A,Brøndby,Nordsjælland,N/A,15,1.86,1.29,1.78,1.00,2,0,2,2,2,0,"22,25","",3,7,1,0,2,0,0,1,0,2,14,10,7,6,7,4,12,10,46,54,1.64,1.46,1.82,1.30,3.79,64,93,86,43,36,43,79,64,93,6.29,3.29,2.15,3.40,3.28,1.22,1.58,2.56,4.50,1.62,2.30,Brøndby Stadion
1763748000,Nov 21 2025 - 6:00pm,complete,N/A,Silkeborg,AGF,N/A,16,1.43,2.14,1.22,2.33,0,2,2,1,0,1,"","34,79",5,4,0,0,0,0,0,0,0,0,7,16,4,4,3,12,6,11,59,41,1.40,1.43,1.56,1.85,3.43,79,100,57,36,29,50,86,43,79,9.14,3.29,3.70,3.74,1.90,1.17,1.57,2.38,4.00,1.53,2.40,JYSK park
1763895600,Nov 23 2025 - 11:00am,complete,N/A,København,Brøndby,N/A,16,1.43,2.14,1.44,1.67,1,0,1,0,0,0,"72","",6,4,1,0,2,0,1,0,1,1,19,11,6,4,13,7,16,14,44,56,1.86,1.85,1.92,1.32,2.64,43,79,29,29,29,36,79,43,57,9.43,3.57,1.95,3.48,3.45,1.20,1.79,3.00,5.00,1.62,2.22,Parken
1763902800,Nov 23 2025 - 1:00pm,complete,N/A,Viborg,Vejle,N/A,16,1.29,0.29,1.44,0.22,5,2,7,5,4,1,"40,17,42,90,24","10,63",5,5,1,0,2,0,0,1,2,0,9,11,5,2,4,9,8,17,56,44,1.23,1.08,1.20,1.20,3.14,79,86,65,29,29,64,93,29,64,8.57,3.29,1.78,3.85,4.40,1.23,1.67,2.61,5.30,1.62,2.20,Energi Viborg Arena
1763910000,Nov 23 2025 - 3:00pm,complete,N/A,Nordsjælland,Fredericia,N/A,16,1.29,0.57,1.67,0.78,5,0,5,2,2,0,"4,17,70,81,76","",10,1,1,0,1,0,0,1,0,1,26,4,12,1,14,3,9,8,76,24,1.60,1.19,3.26,0.47,3.29,57,72,65,43,36,36,86,50,65,8.43,2.71,1.39,5.40,6.75,1.11,1.40,2.02,3.20,1.57,2.30,Right to Dream Park
1763917200,Nov 23 2025 - 5:00pm,complete,N/A,SønderjyskE,Midtjylland,N/A,16,1.86,2.00,1.89,1.67,2,1,3,2,1,1,"16,90'10","14",7,7,1,0,5,1,0,1,1,5,12,8,5,2,7,6,9,12,41,59,1.47,1.39,1.43,1.00,2.43,43,79,43,22,7,29,57,50,86,6.42,3.86,4.74,4.20,1.67,1.18,1.53,2.38,3.84,1.53,2.35,Sydbank Park
1764007200,Nov 24 2025 - 6:00pm,complete,N/A,Randers,OB,N/A,16,1.43,1.14,1.22,1.33,0,0,0,0,0,0,"","",11,6,2,0,2,0,0,2,0,2,16,14,4,3,12,11,7,9,47,53,1.32,1.24,1.66,1.49,3.36,58,86,65,36,29,50,79,57,72,8.43,3.43,2.10,3.55,3.10,1.22,1.77,2.80,5.00,1.57,2.25,N/A
1764352800,Nov 28 2025 - 6:00pm,complete,N/A,SønderjyskE,Viborg,N/A,17,2.00,1.25,1.89,1.22,2,2,4,1,1,0,"3,53","55,86",2,8,2,0,1,0,0,2,0,1,9,15,4,4,5,11,11,9,39,61,1.46,1.47,1.15,1.62,2.50,51,82,57,13,7,38,69,38,82,8.01,3.01,2.15,3.30,3.02,1.17,1.63,2.65,5.00,1.62,2.40,Sydbank Park
1764507600,Nov 30 2025 - 1:00pm,complete,N/A,AGF,København,N/A,17,2.00,1.88,2.11,1.67,2,0,2,1,1,0,"8,65","",8,6,2,0,4,0,0,2,1,3,11,10,4,3,7,7,14,16,59,41,2.22,1.83,1.22,1.06,3.07,63,75,63,44,25,38,75,57,82,11.25,2.38,2.37,3.50,2.70,1.22,1.75,2.80,5.70,1.62,2.15,N/A
1764507600,Nov 30 2025 - 1:00pm,complete,N/A,Silkeborg,Randers,N/A,17,1.25,0.88,1.22,0.89,0,0,0,0,0,0,"","",9,6,2,0,2,0,0,2,0,2,18,14,4,4,14,10,10,12,61,39,1.42,1.36,1.78,1.46,2.76,57,82,44,25,19,44,76,32,69,9.75,3.63,2.37,3.60,2.55,1.20,1.78,2.75,5.30,1.63,2.20,JYSK park
1764514800,Nov 30 2025 - 3:00pm,complete,N/A,Midtjylland,Nordsjælland,N/A,17,2.25,1.13,2.33,1.00,6,0,6,4,4,0,"7,3,15,44,47,65","",6,1,0,0,2,0,0,0,0,2,15,4,9,0,6,4,12,12,58,42,2.00,1.44,1.98,0.45,4.19,69,94,75,51,51,63,75,69,94,11.01,3.88,1.77,4.30,4.00,1.13,1.50,2.10,4.00,1.51,2.65,MCH Arena
1764522000,Nov 30 2025 - 5:00pm,complete,N/A,OB,Vejle,N/A,17,1.38,0.25,1.56,0.22,3,0,3,2,2,0,"28,20,79","",4,5,0,0,2,0,0,0,0,2,10,12,6,5,4,7,10,12,56,44,1.52,1.10,1.49,1.39,3.63,88,94,63,44,38,51,94,51,76,9.50,4.00,1.80,4.00,4.22,1.18,1.63,2.42,4.50,1.55,2.26,Nature Energy Park
1764612000,Dec 01 2025 - 6:00pm,complete,N/A,Brøndby,Fredericia,N/A,17,2.00,0.50,1.78,0.78,1,3,4,3,1,2,"13","23,81,45",8,3,0,2,1,0,0,2,0,1,19,11,4,5,15,6,11,8,64,36,1.66,1.10,2.30,1.21,3.94,63,100,82,51,44,57,94,63,82,5.26,2.13,1.29,6.00,9.59,1.14,1.40,2.07,3.55,1.79,2.00,Brøndby Stadion
1764957600,Dec 05 2025 - 6:00pm,complete,N/A,Fredericia,OB,N/A,18,0.88,1.13,0.78,1.33,1,3,4,3,1,2,"16","12,43,63",7,6,1,0,1,0,0,1,0,1,10,12,3,6,7,6,9,6,48,52,1.29,1.28,1.21,1.65,3.38,57,88,63,44,32,38,69,63,88,10.13,3.50,3.50,4.00,1.80,1.20,1.56,2.38,3.96,1.51,2.39,Monjasa Park
1765112400,Dec 07 2025 - 1:00pm,complete,N/A,Nordsjælland,Silkeborg,N/A,18,1.50,1.00,1.67,0.89,5,0,5,4,4,0,"24,18,41,45'3,69","",7,4,4,0,1,1,2,2,2,0,17,12,10,3,7,9,11,6,63,37,1.81,1.25,2.37,1.21,3.25,57,69,63,44,32,38,88,44,63,9.76,2.38,1.70,4.00,4.00,1.09,1.48,2.22,3.67,1.49,2.62,Right to Dream Park
1765112400,Dec 07 2025 - 1:00pm,complete,N/A,Viborg,Midtjylland,N/A,18,1.50,1.75,1.44,1.67,3,3,6,2,2,0,"18,37,90'2","58,69,87",2,9,2,0,4,0,2,0,1,3,10,19,3,5,7,14,16,14,39,61,1.22,1.34,1.16,2.00,3.13,63,82,63,38,25,50,75,44,75,8.25,3.88,4.80,4.10,1.66,1.12,1.54,2.40,4.35,1.63,2.30,Energi Viborg Arena
1765119600,Dec 07 2025 - 3:00pm,complete,N/A,Randers,AGF,N/A,18,1.38,2.25,1.22,2.33,1,2,3,3,1,2,"43","14,20",3,4,3,0,1,0,2,1,0,1,15,12,4,5,11,7,17,13,50,50,1.36,1.48,1.64,1.42,2.88,57,82,51,26,26,32,69,44,63,9.26,3.50,3.35,3.40,2.11,1.22,1.65,2.54,4.80,1.56,2.28,N/A
1765126800,Dec 07 2025 - 5:00pm,complete,N/A,København,SønderjyskE,N/A,18,1.63,1.13,1.44,1.33,0,2,2,2,0,2,"","43,45'2",8,4,2,0,2,0,1,1,1,1,20,9,5,6,15,3,8,10,63,37,1.87,1.40,2.03,1.12,3.13,63,75,44,44,38,32,69,44,75,9.38,3.51,1.63,4.00,5.50,1.24,1.72,2.68,5.38,1.72,2.14,Parken
1765216800,Dec 08 2025 - 6:00pm,complete,N/A,Vejle,Brøndby,N/A,18,1.00,1.88,1.22,1.67,2,1,3,0,0,0,"49,80","72",1,5,5,0,5,1,1,4,1,5,7,11,2,2,5,9,17,12,38,62,1.39,1.78,0.73,1.22,2.44,32,82,38,19,7,51,63,44,69,9.00,3.26,4.40,3.80,1.70,1.19,1.76,3.02,5.79,1.75,2.14,Vejle Stadion
1770508800,Feb 08 2026 - 12:00am,incomplete,N/A,AGF,OB,N/A,19,2.11,1.33,2.11,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.11,1.32,0.00,0.00,3.11,61,73,61,45,28,45,84,45,78,11.23,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1770508800,Feb 08 2026 - 12:00am,incomplete,N/A,Midtjylland,København,N/A,19,2.33,1.67,2.33,1.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.00,1.75,0.00,0.00,4.22,73,100,73,56,45,50,78,78,100,11.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MCH Arena
1770508800,Feb 08 2026 - 12:00am,incomplete,N/A,Brøndby,Randers,N/A,19,1.78,0.89,1.78,0.89,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.73,1.37,0.00,0.00,3.00,62,78,61,33,22,33,73,45,67,7.89,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Brøndby Stadion
1770508800,Feb 08 2026 - 12:00am,incomplete,N/A,Vejle,Fredericia,N/A,19,1.22,0.78,1.22,0.78,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.32,1.11,0.00,0.00,3.56,62,100,78,45,28,67,78,56,89,7.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Vejle Stadion
1770508800,Feb 08 2026 - 12:00am,incomplete,N/A,Nordsjælland,SønderjyskE,N/A,19,1.67,1.33,1.67,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.87,1.37,0.00,0.00,3.11,45,67,50,44,33,33,73,44,62,10.33,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Right to Dream Park
1770508800,Feb 08 2026 - 12:00am,incomplete,N/A,Silkeborg,Viborg,N/A,19,1.22,1.22,1.22,1.22,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.46,1.49,0.00,0.00,2.50,44,84,45,22,6,39,73,33,67,9.77,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,JYSK park
1771113600,Feb 15 2026 - 12:00am,incomplete,N/A,København,Nordsjælland,N/A,20,1.44,1.00,1.44,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.88,1.33,0.00,0.00,3.28,50,84,56,39,39,50,78,45,78,9.33,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Parken
1771113600,Feb 15 2026 - 12:00am,incomplete,N/A,Viborg,Brøndby,N/A,20,1.44,1.67,1.44,1.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.22,1.72,0.00,0.00,3.17,56,78,56,34,34,56,78,44,67,9.23,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Energi Viborg Arena
1771113600,Feb 15 2026 - 12:00am,incomplete,N/A,Fredericia,AGF,N/A,20,0.78,2.33,0.78,2.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.28,1.48,0.00,0.00,3.34,67,95,62,39,28,33,73,50,84,10.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Monjasa Park
1771113600,Feb 15 2026 - 12:00am,incomplete,N/A,OB,Midtjylland,N/A,20,1.56,1.67,1.56,1.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.51,1.41,0.00,0.00,3.28,67,89,61,45,28,39,78,56,84,9.45,4.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Nature Energy Park
